2338533;NgahulengTarik;1000;1000;1000;1000;1000;1002
2314139;Trones.Gaming;950;1000;1000;1000;1000;948
3516840;Terpacu Gaming;1000;1000;1000;1000;1000;992
2588154;Kangen Mantan;1050;1000;1000;1000;1000;1050
1218336;Eternal;1250;1000;1000;1000;1000;1196
3686302;TEAM TAI;1050;1000;1000;1000;1000;1050
3657755;INSIDE FREEDOM;950;1000;1000;1000;1000;948
2293253;Sejarah 10;950;1000;1000;1000;1000;951
3588528;HGC V;950;1000;1000;1000;1000;953
2486559;PUSSYALERT TINGLINGLING;900;1000;1000;1000;1000;901
3099617;Pioneers;950;1000;1000;1000;1000;953
3658895;MINDA UTAMA ;1000;1000;1000;1000;1000;1006
2419591;Clay Reborn;1050;1000;1000;1000;1000;1050
3457201;Team EnvyUS;950;1000;1000;1000;1000;950
3719038;Bobo Gaming;1050;1000;1000;1000;1000;1058
3658537;BKS MEILAN BKS;1050;1000;1000;1000;1000;1058
2283526;Dark Rises;950;1000;1000;1000;1000;948
2916875;Limited Edition;950;1000;1000;1000;1000;951
3704482;Going in;1250;1000;900;1086;1000;1197
3728410;LMNTRIX;950;1000;1000;1000;1000;959
1975134;EMIM;1000;1000;1000;909;1000;1097
3444630;NewHope;950;1000;1000;1000;1000;962
3326875;Faceless;2200;1337;1328;1000;1000;1311
98301;Power Gaming;500;1003;783;1000;1000;842
2059672;FireDota;1150;1000;1000;1120;1000;1100
2881840;Sweet Boys;950;1000;1000;952;1000;1003
3729377;January 25th;650;970;842;1000;1000;921
3331735;Digital Company;900;1000;929;1000;1000;1000
3334146;SquadYOUNGLEX;1050;1000;1000;1000;1000;1052
2851343;Fierce Assasins;1050;1000;1000;1000;1000;1050
3149809;--VIP-SIA-;950;1000;1000;1000;1000;950
3411521;Perfect Gamer Team ;950;1000;1000;961;1000;1000
2586976;OG Dota2;1300;1005;1147;1000;1000;1088
39;Evil Geniuses;1300;1175;1000;1000;1000;1149
3743790;Emim;950;1000;1000;1000;1000;950
1838315;Team Secret;1250;867;1127;1000;1000;1150
3477268;infamouze;900;1000;1000;940;1000;1000
3722973;Team Onyx;1200;716;1317;1335;1000;993
2642171;Team AD FINEM;800;820;1180;1000;1000;902
3738495;Kemal anjing lama;1050;1000;1000;1062;1000;1000
3;compLexity Gaming;1350;813;1116;1290;1000;1174
3409295;Anostig Evolution;950;1000;1000;1000;1000;951
36;Natus Vincere;850;899;1143;1000;1000;920
3543907;Arrow Gaming;1050;1000;1000;1000;1000;1050
3785182;Xfinity;950;1000;1000;1000;1000;950
3722485;B)ears;1250;893;1230;1000;1000;1178
2644737;NextGen VietNam;1100;1000;879;1076;1000;1096
2621843;Team. Spirit;950;1000;916;1029;1000;1000
24;Trust;550;842;942;1000;1000;860
3720366;WanteD;750;977;1000;1058;1000;833
2910546;PASA LA PLATA;950;1000;1000;1000;1000;950
3726983;NEIGHBORHOOD TALENT;1200;1000;1000;1000;1000;1184
3774904;Team Inspire ?;1050;1000;1000;1000;1000;1050
2913028;Seven Lan Center ;950;1000;1000;1000;1000;950
3581862;Seven.Lc;950;1000;1000;1000;1000;953
2754114;NO NENAS;950;1000;1000;1000;1000;955
3749940;Los emos y la conchasumare;950;1000;1000;1000;1000;958
3783713;GIANDK LOVERS;1050;1000;1000;1000;1000;1050
3618485;1 Lose = Disband;950;1000;1000;1000;1000;950
2201839;MVP HOT6;850;871;966;1000;1000;1094
3763318;YoungMinds;750;882;1068;1000;1000;906
3847866;Ha-rmape;900;1000;1000;1000;1000;929
3759540;Team Bogazici;950;1000;1000;1000;1000;963
3327688;Team Hala;1000;1000;1000;1000;1000;1000
3851150;NoLogic Gaming;1100;1000;1000;1136;1000;1000
3848449;Hive;950;1000;1000;978;1000;1000
3763625;Double Dimension;1000;1000;984;1000;1000;1050
3851482;DD.Dota;900;1000;959;1000;1000;950
3847430;Team 425;900;1000;1000;893;1000;1000
